interaction_id,user_id,hotel_id,interaction_type,interaction_date,rating,total_amount_inr,stay_duration,travel_purpose,advance_booking_days,cancellation_flag
1163,271,320,Booked,2023-01-22,5.0,5733,7.0,Leisure,1.0,False
1164,271,26,Booked,2023-07-22,4.7,7189,5.0,Leisure,0.0,False
1165,271,180,Reviewed,2023-03-07,4.7,5517,,,,
1166,272,39,Booked,2023-04-15,4.6,19832,5.0,Business,5.0,False
1167,272,41,Booked,2023-01-14,4.6,16848,1.0,Business,4.0,False
1168,272,171,Reviewed,2023-02-21,4.0,6886,,,,
1169,272,1,Booked,2023-06-24,3.1,12816,5.0,Business,3.0,False
1170,272,67,Booked,2023-02-25,3.6,15608,4.0,Business,6.0,False
1171,272,252,Reviewed,2023-03-15,4.6,27895,,,,
1172,273,175,Reviewed,2023-05-16,2.3,5562,,,,
1173,273,136,Booked,2023-03-01,1.0,17580,1.0,Business,2.0,False
1174,273,98,Booked,2023-04-10,2.4,18094,4.0,Family_vacation,4.0,False
1175,273,87,Booked,2023-07-28,1.6,14430,6.0,Business,6.0,False
1176,273,98,Reviewed,2023-01-28,2.0,27141,,,,
1177,274,70,Booked,2023-01-25,5.0,46170,5.0,Leisure,5.0,False
1178,274,129,Booked,2023-05-27,3.7,5056,6.0,Leisure,22.0,False
1179,274,369,Booked,2023-10-26,5.0,23620,7.0,Leisure,19.0,False
1180,275,312,Booked,2023-12-03,5.0,24395,6.0,Business,2.0,False
1181,275,51,Booked,2023-12-13,2.6,13200,1.0,Leisure,0.0,False
1182,275,145,Booked,2023-10-02,2.8,18765,4.0,Leisure,1.0,False
1183,276,335,Booked,2023-10-19,5.0,10200,2.0,Leisure,1.0,False
1184,276,77,Reviewed,2023-04-25,5.0,9198,,,,
1185,276,323,Reviewed,2023-08-09,5.0,28620,,,,
1186,277,203,Booked,2023-11-15,3.5,48550,4.0,Business,15.0,False
1187,277,107,Reviewed,2023-08-23,5.0,10554,,,,
1188,277,313,Reviewed,2023-11-25,5.0,20864,,,,
1189,278,96,Reviewed,2023-09-24,3.0,10869,,,,
1190,278,113,Booked,2023-12-10,4.0,11136,6.0,Leisure,3.0,False
1191,278,356,Booked,2023-03-12,3.9,14420,7.0,Business,6.0,False
1192,278,146,Booked,2023-01-02,4.2,14724,6.0,Business,4.0,False
1193,278,153,Reviewed,2023-12-22,4.9,18532,,,,
1194,278,95,Reviewed,2023-06-24,3.5,9590,,,,
1195,279,195,Booked,2023-10-06,5.0,30284,6.0,Family_vacation,7.0,False
1196,279,173,Booked,2023-07-15,5.0,23739,4.0,Family_vacation,15.0,False
1197,279,347,Reviewed,2023-04-21,4.6,32892,,,,
1198,279,347,Booked,2023-02-20,5.0,16446,7.0,Business,14.0,False
1199,279,203,Booked,2023-10-20,5.0,9710,3.0,Family_vacation,20.0,False
1200,279,21,Reviewed,2023-07-24,4.3,15008,,,,
1201,279,212,Reviewed,2023-10-28,5.0,27873,,,,
1202,280,263,Booked,2023-01-21,5.0,13422,4.0,Family_vacation,8.0,True
1203,280,156,Booked,2023-12-08,3.4,20684,5.0,Business,9.0,False
1204,280,185,Reviewed,2023-02-02,5.0,4809,,,,
1205,281,203,Booked,2023-02-08,5.0,19420,7.0,Leisure,10.0,False
1206,281,203,Reviewed,2023-01-14,5.0,9710,,,,
1207,281,107,Reviewed,2023-07-12,5.0,52770,,,,
1208,281,203,Booked,2023-02-11,5.0,48550,1.0,Leisure,2.0,False
1209,281,236,Booked,2023-08-21,5.0,20104,7.0,Leisure,25.0,False
1210,281,353,Booked,2023-10-26,5.0,39668,6.0,Business,1.0,False
1211,282,260,Reviewed,2023-08-15,5.0,31892,,,,
1212,282,195,Reviewed,2023-03-25,5.0,30284,,,,
1213,282,260,Reviewed,2023-03-13,5.0,31892,,,,
1214,283,331,Booked,2023-06-26,4.6,10118,6.0,Leisure,0.0,False
1215,283,236,Booked,2023-08-31,5.0,10052,2.0,Business,10.0,False
1216,283,236,Booked,2023-02-04,5.0,30156,1.0,Business,1.0,False
1217,284,198,Booked,2023-04-10,4.9,33116,2.0,Business,18.0,False
1218,284,203,Booked,2023-06-10,5.0,19420,2.0,Business,10.0,False
1219,284,28,Reviewed,2023-02-25,5.0,6098,,,,
1220,285,138,Booked,2023-03-26,5.0,4730,5.0,Business,5.0,False
1221,285,36,Reviewed,2023-04-23,5.0,12460,,,,
1222,285,343,Booked,2023-09-20,5.0,25527,2.0,Leisure,6.0,False
1223,285,18,Booked,2023-07-12,5.0,13866,4.0,Business,21.0,False
1224,285,28,Booked,2023-06-01,5.0,30490,1.0,Leisure,16.0,False
1225,285,326,Booked,2023-10-24,2.9,12282,7.0,Leisure,19.0,False
1226,286,99,Reviewed,2023-01-28,3.2,7458,,,,
1227,286,373,Reviewed,2023-12-16,3.2,3646,,,,
1228,286,223,Booked,2023-07-23,3.6,3336,2.0,Leisure,22.0,False
1229,287,209,Booked,2023-02-08,2.8,6570,6.0,Business,2.0,False
1230,287,288,Reviewed,2023-10-29,3.7,6244,,,,
1231,287,381,Booked,2023-02-22,3.8,10023,5.0,Leisure,26.0,False
1232,287,372,Reviewed,2023-09-09,4.1,19325,,,,
1233,287,163,Booked,2023-08-13,4.4,17076,7.0,Leisure,10.0,False
1234,287,354,Booked,2023-10-04,5.0,4666,7.0,Leisure,16.0,False
1235,288,179,Reviewed,2023-08-19,5.0,6287,,,,
1236,288,288,Booked,2023-09-10,3.0,15610,5.0,Leisure,17.0,False
1237,288,248,Reviewed,2023-12-15,5.0,5164,,,,
1238,288,79,Booked,2023-09-02,3.7,21372,7.0,Leisure,0.0,False
1239,288,213,Booked,2023-07-27,4.2,14204,7.0,Leisure,10.0,False
1240,288,345,Reviewed,2023-01-02,4.0,11306,,,,
1241,288,23,Reviewed,2023-02-13,3.6,10140,,,,
1242,289,267,Reviewed,2023-03-23,5.0,29124,,,,
1243,289,392,Booked,2023-12-14,5.0,22338,1.0,Leisure,0.0,False
1244,289,71,Booked,2023-08-18,5.0,16755,4.0,Leisure,4.0,False
1245,290,393,Booked,2023-10-20,3.0,18945,4.0,Leisure,100.0,False
1246,290,118,Reviewed,2023-01-21,4.4,19360,,,,
1247,290,373,Booked,2023-12-16,3.2,14584,5.0,Leisure,9.0,False
1248,291,393,Reviewed,2023-01-20,4.9,3789,,,,
1249,291,368,Booked,2023-11-06,4.6,6754,6.0,Leisure,1.0,False
1250,291,368,Booked,2023-11-03,4.7,10131,5.0,Leisure,0.0,False
1251,292,220,Booked,2023-11-09,4.3,5444,6.0,Business,20.0,False
1252,292,317,Reviewed,2023-11-17,4.3,23276,,,,
1253,292,174,Reviewed,2023-01-19,5.0,37720,,,,
1254,293,236,Booked,2023-08-18,5.0,20104,5.0,Leisure,2.0,False
1255,293,107,Booked,2023-01-14,5.0,42216,3.0,Leisure,7.0,True
1256,293,313,Booked,2023-11-11,5.0,41728,4.0,Leisure,22.0,False
1257,293,107,Booked,2023-11-16,5.0,42216,5.0,Leisure,8.0,False
1258,293,107,Reviewed,2023-03-08,5.0,52770,,,,
1259,294,192,Booked,2023-11-26,4.5,41635,1.0,Family_vacation,4.0,False
1260,294,15,Booked,2023-11-17,5.0,26091,1.0,Family_vacation,7.0,False
1261,294,115,Reviewed,2023-12-06,5.0,27753,,,,
1262,295,181,Booked,2023-06-19,5.0,33355,1.0,Business,21.0,False
1263,295,31,Booked,2023-05-24,5.0,14226,7.0,Leisure,8.0,False
1264,295,71,Booked,2023-05-18,4.4,27925,4.0,Leisure,2.0,False
1265,295,400,Reviewed,2023-06-30,5.0,33490,,,,
1266,295,93,Booked,2023-05-31,2.3,7232,6.0,Leisure,14.0,False
1267,296,16,Booked,2023-04-24,5.0,11816,5.0,Leisure,1.0,False
1268,296,139,Booked,2023-02-22,2.9,7652,3.0,Business,1.0,False
1269,296,145,Booked,2023-06-17,2.7,11259,6.0,Leisure,4.0,False
1270,297,104,Booked,2023-10-22,3.1,19970,2.0,Leisure,7.0,False
1271,297,360,Booked,2023-09-29,3.8,10473,1.0,Leisure,4.0,False
1272,297,238,Booked,2023-09-16,4.2,14876,3.0,Leisure,23.0,False
1273,297,294,Booked,2023-09-23,3.2,13188,7.0,Leisure,1.0,True
1274,297,117,Reviewed,2023-06-14,4.0,11694,,,,
1275,297,99,Booked,2023-05-14,3.2,7458,3.0,Leisure,111.0,False
1276,297,381,Reviewed,2023-12-12,4.2,16705,,,,
1277,298,107,Booked,2023-02-27,5.0,52770,4.0,Business,0.0,False
1278,298,331,Booked,2023-12-27,4.2,20236,3.0,Leisure,30.0,False
1279,298,203,Booked,2023-07-06,4.0,29130,1.0,Business,56.0,False
1280,299,53,Booked,2023-03-30,4.6,14244,7.0,Leisure,3.0,False
1281,299,48,Booked,2023-09-26,4.2,18996,4.0,Leisure,13.0,True
1282,299,286,Booked,2023-11-14,5.0,13316,6.0,Leisure,1.0,False
1283,299,164,Reviewed,2023-02-14,5.0,17058,,,,
1284,299,369,Booked,2023-04-01,4.7,29525,5.0,Leisure,2.0,False
1285,299,158,Reviewed,2023-10-30,5.0,42030,,,,
1286,300,209,Reviewed,2023-05-20,4.1,6570,,,,
1287,300,81,Booked,2023-09-21,5.0,13509,4.0,Leisure,0.0,False
1288,300,17,Booked,2023-06-19,5.0,23716,4.0,Business,0.0,False
