interaction_id,user_id,hotel_id,interaction_type,interaction_date,rating,total_amount_inr,stay_duration,travel_purpose,group_size,advance_booking_days,season,cancellation_flag
1013,204,20,Reviewed,2023-02-14,4.9,14404,,,,,,
1014,101,158,Booked,2023-02-15,3.3,33096,1.0,Leisure,4.0,7.0,Summer,False
1015,45,188,Reviewed,2023-11-14,4.6,80612,,,,,,
1016,108,244,Reviewed,2023-09-26,4.3,25389,,,,,,
1017,110,230,Booked,2023-06-12,3.7,79950,3.0,Business,2.0,23.0,Summer,False
1018,198,45,Reviewed,2023-01-19,5.0,16054,,,,,,
1019,117,197,Booked,2023-11-12,3.8,7693,6.0,Family_vacation,1.0,17.0,Festival,False
1020,155,376,Booked,2023-03-09,4.5,7238,3.0,Leisure,2.0,5.0,Winter,False
1021,135,286,Booked,2023-06-28,3.8,22928,3.0,Family_vacation,2.0,26.0,Festival,False
1022,245,167,Booked,2023-10-26,4.7,34559,7.0,Leisure,5.0,15.0,Monsoon,False
1023,43,71,Booked,2023-09-10,5.0,18585,3.0,Family_vacation,1.0,29.0,Monsoon,False
1024,87,376,Reviewed,2023-10-29,4.1,21714,,,,,,
1025,204,163,Reviewed,2023-12-31,5.0,35307,,,,,,
1026,46,258,Reviewed,2023-03-07,3.5,97425,,,,,,
1027,234,61,Reviewed,2023-02-12,4.0,28036,,,,,,
1028,86,14,Booked,2023-03-11,4.8,19673,1.0,Business,2.0,5.0,Monsoon,False
1029,59,301,Reviewed,2023-11-28,4.1,8023,,,,,,
1030,246,122,Booked,2023-03-09,3.7,30450,7.0,Business,4.0,28.0,Monsoon,True
1031,2,166,Booked,2023-06-24,5.0,25210,2.0,Family_vacation,2.0,21.0,Festival,False
1032,47,350,Booked,2023-02-21,3.5,21033,7.0,Family_vacation,2.0,17.0,Festival,False
1033,159,367,Booked,2023-09-09,3.6,84315,6.0,Business,2.0,14.0,Festival,False
1034,202,226,Booked,2023-05-30,4.2,13138,6.0,Business,1.0,5.0,Monsoon,False
1035,190,361,Booked,2023-03-27,4.9,18990,2.0,Business,5.0,7.0,Winter,False
1036,207,55,Booked,2023-03-10,3.8,19902,2.0,Business,1.0,20.0,Winter,False
1037,166,4,Reviewed,2023-11-17,3.3,2551,,,,,,
1038,16,194,Booked,2023-01-05,5.0,92145,2.0,Leisure,2.0,9.0,Festival,False
1039,184,284,Booked,2023-08-26,3.9,27600,2.0,Leisure,4.0,17.0,Summer,False
1040,46,93,Booked,2023-06-29,3.1,13875,3.0,Family_vacation,4.0,18.0,Monsoon,False
1041,98,80,Reviewed,2023-10-20,5.0,19656,,,,,,
1042,37,317,Booked,2023-02-16,3.4,105574,7.0,Family_vacation,5.0,15.0,Festival,False
1043,142,124,Booked,2023-02-22,4.0,51525,7.0,Business,1.0,23.0,Festival,False
1044,166,241,Booked,2023-03-31,4.3,44166,2.0,Business,2.0,15.0,Winter,False
1045,168,299,Booked,2023-04-06,3.9,8956,3.0,Business,2.0,6.0,Winter,False
1046,146,315,Booked,2023-04-20,3.8,8248,1.0,Family_vacation,1.0,14.0,Monsoon,False
1047,150,39,Booked,2023-11-24,2.8,74345,5.0,Business,3.0,29.0,Winter,False
1048,94,360,Booked,2023-05-06,5.0,39396,5.0,Business,1.0,11.0,Monsoon,False
1049,32,251,Booked,2023-11-27,4.7,72084,4.0,Business,1.0,6.0,Festival,False
1050,242,11,Booked,2023-10-20,3.6,100051,3.0,Family_vacation,1.0,26.0,Festival,False
1051,186,60,Reviewed,2023-04-03,4.8,75930,,,,,,
1052,212,299,Booked,2023-08-13,2.9,44780,2.0,Leisure,2.0,3.0,Winter,True
1053,64,342,Booked,2023-11-02,3.8,75010,4.0,Family_vacation,1.0,4.0,Winter,False
1054,230,168,Booked,2023-03-12,3.1,22080,5.0,Business,3.0,5.0,Summer,False
1055,193,51,Reviewed,2023-03-10,4.5,36536,,,,,,
1056,187,372,Booked,2023-01-28,4.7,25270,1.0,Business,2.0,9.0,Festival,False
1057,241,352,Booked,2023-08-27,4.4,60195,7.0,Family_vacation,1.0,15.0,Monsoon,False
1058,178,379,Reviewed,2023-12-27,3.9,95634,,,,,,
1059,132,183,Booked,2023-04-05,4.7,95640,4.0,Business,2.0,26.0,Summer,False
1060,72,155,Booked,2023-05-01,3.5,68580,1.0,Family_vacation,5.0,11.0,Summer,False
1061,89,84,Booked,2023-04-18,3.8,98140,7.0,Business,2.0,1.0,Winter,False
1062,43,399,Reviewed,2023-10-28,4.3,85308,,,,,,
1063,7,48,Booked,2023-06-05,4.4,41016,6.0,Family_vacation,5.0,7.0,Summer,False
1064,51,3,Reviewed,2023-10-23,4.6,19236,,,,,,
1065,22,108,Reviewed,2023-12-18,5.0,6224,,,,,,
1066,156,59,Booked,2023-03-16,3.1,106788,2.0,Family_vacation,2.0,5.0,Summer,False
1067,31,352,Booked,2023-12-25,4.8,48156,4.0,Family_vacation,2.0,5.0,Summer,False
1068,198,382,Booked,2023-12-11,3.2,17870,4.0,Leisure,1.0,4.0,Winter,False
1069,11,62,Booked,2023-11-13,4.2,79888,2.0,Family_vacation,4.0,22.0,Festival,False
1070,51,319,Booked,2023-04-20,2.8,41350,2.0,Leisure,1.0,13.0,Monsoon,False
1071,4,339,Reviewed,2023-04-02,3.0,64002,,,,,,
1072,208,155,Reviewed,2023-09-24,2.7,80010,,,,,,
1073,201,145,Reviewed,2023-04-01,2.7,18423,,,,,,
1074,6,286,Booked,2023-12-16,3.8,57320,2.0,Leisure,2.0,28.0,Summer,False
1075,84,69,Reviewed,2023-03-18,3.7,18984,,,,,,
1076,33,9,Reviewed,2023-10-30,3.7,134183,,,,,,
1077,94,180,Reviewed,2023-07-14,3.9,10158,,,,,,
1078,208,380,Booked,2023-12-02,4.3,16106,6.0,Family_vacation,1.0,19.0,Monsoon,False
1079,178,299,Reviewed,2023-09-12,3.7,62692,,,,,,
1080,25,118,Booked,2023-08-21,2.6,25614,2.0,Leisure,1.0,30.0,Monsoon,False
1081,139,188,Booked,2023-07-18,4.0,23032,2.0,Business,1.0,9.0,Summer,False
1082,200,80,Booked,2023-01-14,4.6,26208,1.0,Leisure,3.0,12.0,Winter,False
1083,143,254,Reviewed,2023-05-23,3.4,61620,,,,,,
1084,159,32,Reviewed,2023-08-15,4.9,11207,,,,,,
1085,111,219,Booked,2023-10-30,3.7,34146,2.0,Business,2.0,28.0,Monsoon,False
1086,242,55,Booked,2023-06-25,3.9,139314,2.0,Family_vacation,1.0,21.0,Summer,False
1087,182,147,Booked,2023-01-17,4.5,4407,1.0,Family_vacation,1.0,12.0,Festival,False
1088,145,394,Booked,2023-11-24,4.3,55600,7.0,Leisure,2.0,20.0,Summer,False
1089,152,347,Booked,2023-06-28,3.0,75932,7.0,Business,3.0,9.0,Festival,False
1090,36,129,Booked,2023-08-25,4.5,9619,1.0,Family_vacation,3.0,25.0,Summer,False
1091,132,63,Reviewed,2023-01-20,3.9,98686,,,,,,
1092,234,378,Booked,2023-07-31,4.9,12218,4.0,Leisure,1.0,9.0,Summer,False
1093,109,265,Booked,2023-01-22,3.7,94375,1.0,Family_vacation,2.0,22.0,Monsoon,False
1094,38,304,Booked,2023-01-16,4.6,11430,3.0,Family_vacation,2.0,2.0,Festival,True
1095,131,22,Reviewed,2023-07-29,3.4,36944,,,,,,
1096,14,237,Reviewed,2023-12-31,4.6,8792,,,,,,
1097,249,25,Reviewed,2023-05-28,4.7,95010,,,,,,
1098,245,142,Booked,2023-09-09,3.2,131103,4.0,Business,3.0,23.0,Winter,True
1099,145,223,Booked,2023-04-04,3.8,24423,5.0,Family_vacation,2.0,12.0,Festival,False
1100,110,306,Booked,2023-05-10,3.5,23452,1.0,Family_vacation,2.0,1.0,Monsoon,False
1101,172,398,Reviewed,2023-04-13,4.9,28010,,,,,,
1102,211,226,Reviewed,2023-05-11,4.4,26276,,,,,,
1103,112,77,Reviewed,2023-02-10,3.6,3627,,,,,,
1104,135,124,Reviewed,2023-03-12,4.3,41220,,,,,,
1105,5,17,Reviewed,2023-01-30,3.8,20168,,,,,,
1106,107,218,Booked,2023-02-21,4.2,35181,6.0,Family_vacation,2.0,1.0,Summer,False
1107,13,229,Reviewed,2023-10-29,4.1,69944,,,,,,
1108,32,130,Booked,2023-01-20,3.3,56394,3.0,Family_vacation,1.0,8.0,Summer,False
1109,145,388,Booked,2023-12-25,3.4,107436,6.0,Leisure,2.0,19.0,Summer,False
1110,171,363,Booked,2023-02-03,4.3,24726,1.0,Leisure,5.0,20.0,Summer,False
1111,77,332,Booked,2023-11-03,3.4,7032,7.0,Family_vacation,5.0,16.0,Winter,False
1112,51,238,Booked,2023-10-30,4.1,19068,7.0,Leisure,1.0,13.0,Monsoon,False
1113,233,196,Booked,2023-02-20,3.4,11692,3.0,Business,2.0,16.0,Festival,False
1114,64,120,Booked,2023-03-31,3.3,53056,2.0,Business,1.0,24.0,Monsoon,False
1115,234,59,Booked,2023-11-09,3.2,17798,1.0,Family_vacation,1.0,27.0,Monsoon,False
1116,111,339,Booked,2023-03-13,2.5,42668,1.0,Family_vacation,2.0,15.0,Winter,False
1117,106,29,Booked,2023-03-23,4.1,61764,1.0,Family_vacation,1.0,26.0,Monsoon,True
1118,239,280,Booked,2023-02-12,4.5,38286,6.0,Family_vacation,2.0,19.0,Festival,False
1119,230,58,Booked,2023-02-12,4.4,10451,6.0,Family_vacation,5.0,21.0,Monsoon,False
1120,131,16,Reviewed,2023-02-06,3.9,38704,,,,,,
1121,229,134,Reviewed,2023-06-05,4.6,30482,,,,,,
1122,195,62,Reviewed,2023-08-20,4.4,59916,,,,,,
1123,134,263,Reviewed,2023-04-30,4.8,7860,,,,,,
1124,249,260,Booked,2023-07-11,3.8,15397,5.0,Business,3.0,26.0,Summer,False
1125,12,215,Reviewed,2023-08-31,4.2,64968,,,,,,
1126,24,93,Booked,2023-04-07,3.0,4625,3.0,Family_vacation,4.0,3.0,Summer,False
1127,131,256,Booked,2023-12-12,4.5,36483,7.0,Business,2.0,20.0,Festival,False
1128,130,78,Reviewed,2023-08-26,4.4,17300,,,,,,
1129,149,344,Booked,2023-09-02,3.7,2416,3.0,Business,2.0,19.0,Monsoon,False
1130,31,133,Reviewed,2023-02-15,3.9,14368,,,,,,
1131,29,182,Reviewed,2023-08-07,4.3,69980,,,,,,
1132,165,128,Reviewed,2023-04-01,3.8,35172,,,,,,
1133,229,354,Reviewed,2023-10-11,3.2,34302,,,,,,
1134,186,194,Booked,2023-07-01,4.4,73716,5.0,Family_vacation,2.0,22.0,Festival,False
1135,164,24,Booked,2023-11-06,4.4,21240,6.0,Leisure,1.0,27.0,Festival,False
1136,64,369,Booked,2023-05-16,4.0,15944,1.0,Leisure,1.0,15.0,Monsoon,False
1137,114,6,Booked,2023-03-20,4.5,19095,4.0,Business,3.0,30.0,Monsoon,False
1138,63,323,Reviewed,2023-07-28,4.5,31755,,,,,,
1139,33,1,Reviewed,2023-09-15,5.0,66668,,,,,,
1140,200,114,Reviewed,2023-05-17,4.0,57115,,,,,,
1141,179,257,Booked,2023-04-27,4.5,65372,2.0,Leisure,2.0,13.0,Festival,False
1142,193,270,Booked,2023-08-16,4.2,13261,4.0,Business,2.0,20.0,Summer,True
1143,19,110,Booked,2023-02-27,3.8,31486,6.0,Business,2.0,12.0,Winter,False
1144,224,105,Booked,2024-01-01,3.8,6960,2.0,Leisure,1.0,24.0,Festival,False
1145,88,96,Reviewed,2023-05-08,2.6,29514,,,,,,
1146,83,285,Booked,2023-09-19,3.4,57723,7.0,Family_vacation,2.0,1.0,Winter,False
1147,245,143,Booked,2023-06-04,3.7,27381,1.0,Family_vacation,3.0,14.0,Monsoon,False
1148,224,99,Booked,2023-12-23,3.1,10978,7.0,Family_vacation,1.0,14.0,Festival,False
1149,121,387,Reviewed,2023-09-05,5.0,103764,,,,,,
1150,17,396,Reviewed,2023-09-22,3.7,17067,,,,,,
1151,153,276,Booked,2023-10-21,4.5,115110,1.0,Family_vacation,2.0,18.0,Summer,False
1152,119,283,Booked,2023-03-16,2.8,8208,4.0,Leisure,1.0,14.0,Summer,False
1153,215,168,Booked,2023-11-15,2.7,17664,6.0,Leisure,1.0,9.0,Festival,False
1154,138,317,Booked,2023-05-08,3.6,75410,4.0,Family_vacation,5.0,18.0,Festival,False
1155,130,196,Reviewed,2023-10-18,3.5,20461,,,,,,
1156,24,168,Reviewed,2023-06-24,3.1,13248,,,,,,
1157,206,338,Booked,2023-01-26,3.5,9125,2.0,Family_vacation,1.0,20.0,Winter,True
1158,176,400,Booked,2023-09-02,4.1,11090,6.0,Leisure,1.0,29.0,Summer,False
1159,19,243,Reviewed,2023-02-10,3.5,26238,,,,,,
1160,16,117,Booked,2023-11-02,4.6,66444,5.0,Leisure,2.0,7.0,Festival,False
1161,106,364,Reviewed,2023-11-28,3.0,54045,,,,,,
1162,149,134,Booked,2023-06-17,4.5,15241,4.0,Leisure,2.0,1.0,Summer,True
1163,168,334,Booked,2023-10-21,4.1,26608,3.0,Family_vacation,2.0,19.0,Monsoon,False
1164,76,193,Booked,2023-07-12,3.9,16131,7.0,Family_vacation,5.0,20.0,Festival,False
1165,106,26,Booked,2023-06-17,3.3,57525,2.0,Business,1.0,27.0,Monsoon,False
1166,222,187,Reviewed,2023-09-08,4.5,11688,,,,,,
1167,138,15,Booked,2023-10-20,4.2,31698,7.0,Leisure,3.0,7.0,Summer,False
1168,63,190,Booked,2023-05-13,3.8,44140,7.0,Business,5.0,6.0,Festival,False
1169,75,28,Booked,2023-02-25,3.6,46611,5.0,Family_vacation,2.0,12.0,Winter,False
1170,3,356,Booked,2023-12-12,4.6,103824,2.0,Business,1.0,6.0,Winter,False
1171,247,391,Booked,2023-08-20,4.0,51140,6.0,Family_vacation,1.0,16.0,Monsoon,False
1172,196,162,Booked,2023-11-10,4.3,17899,1.0,Business,2.0,6.0,Monsoon,False
1173,26,48,Reviewed,2023-07-10,5.0,95704,,,,,,
1174,129,129,Booked,2023-10-01,4.9,57714,4.0,Business,1.0,1.0,Summer,False
1175,151,265,Booked,2023-07-22,3.6,75500,5.0,Business,1.0,7.0,Summer,False
1176,153,184,Reviewed,2023-08-16,3.6,8959,,,,,,
1177,239,140,Booked,2023-08-17,3.0,87756,4.0,Leisure,2.0,28.0,Winter,False
1178,109,39,Reviewed,2023-03-17,3.2,29738,,,,,,
1179,14,105,Booked,2023-09-28,3.6,20880,7.0,Leisure,1.0,11.0,Winter,False
1180,179,302,Reviewed,2023-07-17,3.7,81985,,,,,,
1181,13,237,Reviewed,2023-10-11,4.8,61544,,,,,,
1182,163,87,Reviewed,2023-07-08,4.0,25505,,,,,,
1183,45,159,Reviewed,2023-03-07,4.0,72565,,,,,,
1184,178,385,Booked,2023-04-30,4.8,55761,3.0,Leisure,1.0,2.0,Summer,False
1185,110,131,Reviewed,2023-06-06,4.4,53754,,,,,,
1186,167,240,Booked,2023-06-23,3.7,48111,2.0,Business,1.0,4.0,Winter,False
1187,40,366,Booked,2023-08-18,4.0,47565,5.0,Family_vacation,5.0,16.0,Summer,False
1188,231,397,Booked,2023-07-23,3.3,24396,6.0,Leisure,2.0,21.0,Winter,False
1189,8,99,Booked,2023-10-12,3.4,65868,2.0,Business,2.0,29.0,Festival,False
1190,4,336,Booked,2023-10-05,4.5,33866,1.0,Family_vacation,2.0,26.0,Festival,False
1191,212,22,Booked,2023-05-11,3.2,110832,2.0,Business,2.0,13.0,Winter,False
1192,140,258,Booked,2023-03-16,3.5,38970,3.0,Business,1.0,29.0,Monsoon,True
1193,220,359,Reviewed,2023-11-21,3.3,69995,,,,,,
1194,18,367,Reviewed,2023-07-22,3.9,60225,,,,,,
1195,74,264,Booked,2023-02-04,4.7,20943,2.0,Leisure,1.0,9.0,Monsoon,False
1196,245,185,Booked,2023-05-14,3.6,2509,7.0,Family_vacation,3.0,27.0,Monsoon,False
1197,122,309,Booked,2023-11-14,4.0,110490,7.0,Family_vacation,2.0,4.0,Summer,False
1198,167,387,Booked,2023-12-09,4.4,103764,5.0,Business,1.0,5.0,Festival,False
1199,132,339,Booked,2023-05-11,3.4,64002,4.0,Family_vacation,2.0,19.0,Festival,False
1200,136,264,Booked,2023-03-21,4.7,48867,6.0,Family_vacation,3.0,10.0,Monsoon,False
1201,180,69,Booked,2023-09-03,3.2,33222,4.0,Family_vacation,1.0,5.0,Monsoon,False
1202,10,46,Reviewed,2023-11-03,3.4,38848,,,,,,
1203,182,130,Booked,2023-03-31,3.6,18798,7.0,Family_vacation,1.0,21.0,Winter,False
1204,42,267,Booked,2023-05-01,4.5,52759,1.0,Business,1.0,4.0,Festival,True
1205,236,81,Booked,2023-10-18,2.8,31808,5.0,Family_vacation,3.0,23.0,Winter,False
1206,32,23,Booked,2023-03-01,3.1,37162,2.0,Business,1.0,1.0,Summer,False
1207,99,237,Booked,2023-08-11,4.8,8792,1.0,Family_vacation,1.0,27.0,Festival,False
1208,32,6,Reviewed,2023-10-08,4.0,57285,,,,,,
1209,49,191,Booked,2023-07-16,3.4,52437,1.0,Family_vacation,2.0,8.0,Monsoon,False
1210,167,125,Booked,2023-11-25,4.8,66190,5.0,Business,1.0,26.0,Festival,False
1211,201,385,Reviewed,2023-10-09,4.9,37174,,,,,,
1212,81,159,Reviewed,2023-07-29,4.7,72565,,,,,,
1213,81,347,Reviewed,2023-02-20,2.7,37966,,,,,,
1214,188,396,Booked,2023-01-09,4.0,39823,4.0,Business,1.0,1.0,Monsoon,False
1215,72,169,Reviewed,2023-10-29,3.5,37079,,,,,,
1216,20,170,Booked,2023-01-11,4.7,6965,4.0,Leisure,1.0,29.0,Festival,False
1217,24,38,Booked,2023-01-07,4.7,77116,3.0,Leisure,3.0,23.0,Summer,False
1218,229,116,Booked,2023-05-25,3.5,44720,5.0,Leisure,2.0,4.0,Festival,False
1219,237,303,Booked,2023-05-18,4.8,74148,1.0,Family_vacation,5.0,1.0,Monsoon,False
1220,195,100,Booked,2023-08-09,3.9,25570,3.0,Family_vacation,1.0,5.0,Festival,False
1221,146,290,Booked,2023-11-15,3.9,73048,5.0,Leisure,1.0,26.0,Summer,False
1222,139,222,Reviewed,2023-10-13,3.9,72312,,,,,,
1223,145,61,Reviewed,2023-08-30,3.7,42054,,,,,,
1224,170,329,Reviewed,2023-09-06,4.9,14376,,,,,,
1225,94,16,Booked,2023-07-09,3.7,38704,2.0,Leisure,1.0,15.0,Summer,False
1226,230,194,Reviewed,2023-01-12,5.0,36858,,,,,,
1227,33,12,Booked,2023-02-14,2.8,22356,7.0,Leisure,2.0,15.0,Winter,False
1228,78,41,Reviewed,2023-10-11,3.8,98343,,,,,,
1229,242,293,Booked,2023-07-08,5.0,3686,7.0,Leisure,1.0,12.0,Monsoon,False
1230,249,61,Reviewed,2023-08-24,3.6,21027,,,,,,
1231,181,47,Booked,2023-12-10,5.0,27564,3.0,Leisure,2.0,20.0,Winter,False
1232,25,278,Reviewed,2023-12-11,3.5,104238,,,,,,
1233,142,75,Reviewed,2023-05-24,4.0,95148,,,,,,
1234,152,207,Booked,2023-03-12,3.3,27398,2.0,Business,5.0,16.0,Monsoon,False
1235,20,231,Booked,2023-01-28,3.7,57387,6.0,Family_vacation,1.0,12.0,Monsoon,False
1236,27,284,Reviewed,2023-06-27,4.2,16560,,,,,,
1237,125,24,Booked,2023-06-13,3.9,17700,2.0,Business,2.0,28.0,Winter,False
1238,223,188,Reviewed,2023-09-12,4.5,69096,,,,,,
1239,148,10,Booked,2023-01-26,2.9,30048,2.0,Family_vacation,2.0,29.0,Monsoon,False
1240,244,28,Booked,2023-08-24,3.4,108759,2.0,Leisure,2.0,28.0,Festival,False
1241,129,84,Booked,2023-10-14,3.5,117768,7.0,Leisure,1.0,1.0,Summer,True
1242,134,334,Booked,2023-09-22,4.0,79824,3.0,Family_vacation,1.0,15.0,Winter,True
1243,108,38,Reviewed,2023-07-19,4.7,96395,,,,,,
1244,237,396,Booked,2023-07-11,3.5,5689,1.0,Leisure,5.0,21.0,Summer,True
1245,148,191,Booked,2023-01-01,3.2,122353,4.0,Business,2.0,27.0,Summer,False
1246,110,42,Booked,2023-01-23,4.3,32944,7.0,Leisure,2.0,2.0,Winter,False
1247,9,237,Booked,2023-02-06,5.0,43960,3.0,Family_vacation,3.0,1.0,Festival,False
1248,180,335,Reviewed,2023-02-14,3.7,89985,,,,,,
1249,202,160,Reviewed,2023-10-15,4.6,36510,,,,,,
1250,76,117,Booked,2023-11-27,4.2,47460,5.0,Leisure,4.0,19.0,Winter,False
1251,106,177,Reviewed,2023-03-09,4.2,36189,,,,,,
1252,245,242,Reviewed,2023-03-01,4.5,106014,,,,,,
1253,23,320,Booked,2023-09-21,3.8,56264,2.0,Leisure,5.0,3.0,Winter,False
1254,186,397,Reviewed,2023-02-06,2.6,36594,,,,,,
1255,12,79,Booked,2023-06-30,4.5,34368,5.0,Leisure,1.0,8.0,Winter,True
1256,229,152,Booked,2023-04-20,4.6,129045,7.0,Family_vacation,2.0,12.0,Festival,False
1257,196,124,Reviewed,2023-06-22,4.5,20610,,,,,,
1258,108,272,Booked,2023-01-31,4.3,49557,5.0,Leisure,2.0,2.0,Festival,False
1259,151,281,Reviewed,2023-04-23,3.7,33576,,,,,,
1260,229,154,Reviewed,2023-10-05,4.5,54370,,,,,,
1261,78,91,Booked,2023-06-12,3.4,17724,7.0,Family_vacation,4.0,13.0,Winter,False
1262,85,172,Reviewed,2023-01-28,3.4,42456,,,,,,
1263,238,142,Booked,2023-12-27,3.0,56187,4.0,Family_vacation,1.0,11.0,Monsoon,True
1264,246,204,Booked,2023-03-23,3.3,17322,6.0,Business,5.0,2.0,Monsoon,False
1265,84,55,Reviewed,2023-01-22,4.1,119412,,,,,,
1266,80,375,Reviewed,2023-01-15,3.6,30875,,,,,,
1267,27,120,Booked,2023-02-21,3.5,13264,4.0,Family_vacation,1.0,13.0,Summer,False
1268,176,10,Booked,2023-03-14,3.1,22536,6.0,Leisure,1.0,22.0,Festival,True
1269,180,91,Reviewed,2023-03-28,3.2,17724,,,,,,
1270,184,318,Reviewed,2023-07-09,4.0,13254,,,,,,
1271,210,138,Reviewed,2023-12-24,3.7,97386,,,,,,
1272,46,1,Booked,2023-02-12,4.7,19048,4.0,Leisure,5.0,12.0,Summer,True
1273,221,214,Booked,2023-12-25,4.9,11098,3.0,Business,4.0,7.0,Winter,False
1274,89,336,Booked,2023-12-18,5.0,14514,4.0,Family_vacation,2.0,29.0,Monsoon,True
1275,73,23,Reviewed,2023-09-10,3.2,74324,,,,,,
1276,181,98,Booked,2023-03-08,3.9,32915,1.0,Leisure,2.0,23.0,Monsoon,False
1277,234,119,Booked,2023-12-08,4.5,5889,1.0,Business,1.0,13.0,Monsoon,False
1278,160,111,Reviewed,2023-06-05,4.1,4275,,,,,,
1279,53,354,Booked,2023-10-24,2.8,34302,3.0,Business,2.0,2.0,Winter,False
1280,130,314,Reviewed,2023-12-24,5.0,28059,,,,,,
1281,17,37,Reviewed,2023-10-05,4.4,22445,,,,,,
1282,233,49,Reviewed,2023-04-24,3.7,49092,,,,,,
1283,226,316,Booked,2023-11-12,3.5,16035,3.0,Leisure,2.0,25.0,Winter,False
1284,176,291,Booked,2023-06-24,4.3,12960,4.0,Business,1.0,2.0,Summer,False
1285,125,292,Reviewed,2023-10-23,3.2,19826,,,,,,
1286,102,293,Reviewed,2023-08-08,5.0,25802,,,,,,
1287,141,31,Reviewed,2023-02-07,4.2,78168,,,,,,
1288,113,245,Booked,2023-05-15,4.4,119616,2.0,Leisure,1.0,17.0,Monsoon,False
1289,33,367,Reviewed,2023-04-22,4.1,60225,,,,,,
1290,218,148,Reviewed,2023-06-07,4.2,14469,,,,,,
1291,221,116,Reviewed,2023-01-11,3.5,44720,,,,,,
1292,118,194,Reviewed,2023-03-22,4.7,18429,,,,,,
1293,56,83,Reviewed,2023-11-21,3.7,9388,,,,,,
1294,19,253,Reviewed,2023-04-19,4.2,37167,,,,,,
1295,66,67,Booked,2023-07-20,4.3,9167,4.0,Family_vacation,2.0,9.0,Winter,False
1296,161,96,Booked,2023-12-05,3.5,59028,7.0,Business,2.0,8.0,Winter,False
1297,220,49,Booked,2023-02-05,2.8,114548,1.0,Family_vacation,3.0,21.0,Festival,False
1298,12,183,Booked,2023-05-06,4.4,133896,5.0,Family_vacation,1.0,30.0,Festival,False
1299,63,8,Booked,2023-03-19,4.7,11714,1.0,Leisure,4.0,15.0,Winter,False
1300,158,4,Booked,2023-05-25,3.9,7653,4.0,Leisure,2.0,25.0,Festival,False
