hotel_name,rating,rating_description,review_count,star_rating,location,nearest_landmark,Distance_to_Landmark,Distance_to_Landmark(in_km),price_per_night,tax,city,state,address,price_range,latitude,longitude,amenities,hotel_type,phone_number,email,website,booking_url,description,check_in_time,check_out_time,room_types,data_source,data_quality_score
Al Haram,3.3,,249.0,,,,,,,,Mumbai,Maharashtra,,,18.9548493,72.8346213,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-258320,info@alharam.com,https://www.alharam.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Al Mazin,3.2,,393.0,,,,,,,,Mumbai,Maharashtra,,,18.9552772,72.8370461,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-889886,info@almazin.com,https://www.almazin.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Shangrila,3.9,,267.0,,,,,,,,Mumbai,Maharashtra,,,19.0440479,72.8662694,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-132492,info@shangrila.com,https://www.shangrila.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Ramada Powai Hotel & Convention Center,4.0,,485.0,,,,,,,,Mumbai,Maharashtra,,,19.1359551,72.8990184,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-645160,info@ramadapow.com,https://ramadapowai.com/,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
United 21,3.8,,425.0,4.0,,,,,,,Mumbai,Maharashtra,"Lal Bahadur Shastri Marg, Thane",,19.2077016,72.9776768,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-452193,info@united21.com,https://www.united21.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Dragonfly,3.9,,92.0,,,,,,,,Mumbai,Maharashtra,,,19.1109356,72.8630387,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-591682,info@dragonfly.com,https://www.dragonfly.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Fortune Park Lakecity,4.1,,55.0,,,,,,,,Mumbai,Maharashtra,"Eastern Express Highway, Thane",,19.2097786,72.9729516,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-668105,info@fortunepa.com,https://www.fortuneparkla.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
YMCA International House,4.0,,29.0,,,,,,,,Mumbai,Maharashtra,"18, YMCA Road (Club Back Road), Mumbai",,18.9720126,72.8233555,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91 22 61540100,info@ymcainter.com,http://ymcabombay.com/branch/ymca-international-house/,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hotel Grand Inn,4.5,,136.0,,,,,,,,Mumbai,Maharashtra,,,19.1177459,72.8800918,WiFi,Luxury,2.23E+13,info@hotelgran.com,www.hotelgrandinn.co.in,,,14.0,12.0,"Standard Room, Deluxe Room, Suite, Executive Room",OpenStreetMap,100.0
Janata Hotel,3.2,,334.0,,,,,,,,Mumbai,Maharashtra,"M G Ramchandran Marg, Mumbai",,19.0397857,72.9479365,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-179707,info@janatahot.com,https://www.janatahotel.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
new delhi,3.3,,462.0,,,,,,,,Mumbai,Maharashtra,,,19.0624996,72.9288123,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-946761,info@newdelhi.com,https://www.newdelhi.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Sun Star Residency,3.8,,64.0,,,,,,,,Mumbai,Maharashtra,,,18.9367764,72.8347815,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-523863,info@sunstarr.com,https://www.sunstarreside.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hotel Manama,3.6,,405.0,,,,,,,,Mumbai,Maharashtra,,,18.9394214,72.8384104,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-812556,info@hotelmana.com,https://www.hotelmanama.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
hotel Shamlat,3.4,,492.0,,,,,,,,Mumbai,Maharashtra,,,19.0702445,72.8398298,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-673985,info@hotelsham.com,https://www.hotelshamlat.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Al-Moazin,3.6,,396.0,,,,,,,,Mumbai,Maharashtra,"17/19, Mohammed Ali Road",,18.9550484,72.8363847,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,23478310/23475922,info@almoazin.com,https://www.almoazin.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hotel Kamaran residency,3.2,,482.0,,,,,,,,Mumbai,Maharashtra,,,19.0776977,72.8790334,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-525644,info@hotelkama.com,https://www.hotelkamaranr.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hotel Moti,3.3,,375.0,,,,,,,,Mumbai,Maharashtra,,,18.9218143,72.8317249,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-389724,info@hotelmoti.com,https://www.hotelmoti.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Holiday Inn International Hotel,3.2,,319.0,,,,,,,,Mumbai,Maharashtra,"Baji Pasalkar Marg (Saki Vihar Road), Mumbai",,19.1030238,72.8872771,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-836622,info@holidayin.com,https://www.holidayinnint.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Shubalaxmi,3.9,,278.0,,,,,,,,Mumbai,Maharashtra,Sion Trombay Road,,19.0460553,72.9098383,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-137919,info@shubalaxmi.com,https://www.shubalaxmi.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
triveni bar,3.3,,336.0,,,,,,,,Mumbai,Maharashtra,,,19.0573437,72.887152,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-911706,info@triveniba.com,https://www.trivenibar.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
maharana hotel,4.0,,30.0,,,,,,,,Mumbai,Maharashtra,,,19.053754,72.8953351,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-296202,info@maharanah.com,https://www.maharanahotel.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Waterstones Hotel,3.5,,136.0,,,,,,,,Mumbai,Maharashtra,"International Airport Sahar, Mumbai",,19.1057985,72.8771149,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91 22 40906633,info@waterstone.com,https://www.waterstoneshotel.com/,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Svenska Design Hotel,3.6,,315.0,,,,,,,,Mumbai,Maharashtra,,,19.1364141,72.8279989,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-234959,info@svenskade.com,https://www.svenskadesign.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hotel Kumkum,3.3,,351.0,,,,,,,,Mumbai,Maharashtra,"165, Lamington Street, Mumbai",,18.9648362,72.8188506,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,9.12E+11,info@hotelkumk.com,hotelkumkum.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hotel Sapna,4.2,,105.0,,,,,,,,Mumbai,Maharashtra,Mumbai,,18.957259,72.8102978,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-451525,info@hotelsapn.com,https://www.hotelsapna.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hotel Galaxy View (Oyo Rooms),3.6,,343.0,,,,,,,,Mumbai,Maharashtra,,,19.0696853,72.9011307,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-198116,info@hotelgala.com,https://www.hotelgalaxyvi.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
The UniContinental,4.2,,395.0,,,,,,,,Mumbai,Maharashtra,,,19.0706484,72.8398991,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-938045,info@theunicon.com,https://www.theunicontinen.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Windsor,3.4,,433.0,,,,,,,,Mumbai,Maharashtra,,,18.9365103,72.8386041,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-663683,info@windsor.com,https://www.windsor.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hotel Briteway,3.8,,225.0,,,,,,,,Mumbai,Maharashtra,"278, Maulana Shaukat Ali Marg, Mumbai",,18.9621067,72.8214647,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-812505,info@hotelbrit.com,https://www.hotelbriteway.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Delhi Darbar,3.6,,50.0,,,,,,,,Mumbai,Maharashtra,"204, Patthe Bapurao Marg (Falkland Road)",,18.9614573,72.823385,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-190530,info@delhidarb.com,https://www.delhidarbar.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Treebo Trend Rosewood,4.1,,429.0,,,,,,,,Mumbai,Maharashtra,"Tulsiwadi, Hatutma Sitaram Ghadi Gaonkar Street, Mumbai",,18.9725898,72.815774,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,9.19E+11,info@treebotre.com,https://www.treebo.com/,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Treebo Sea Side,4.2,,340.0,,,,,,,,Mumbai,Maharashtra,"39/2, Juhu Road",,19.1092536,72.824112,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-368479,info@treebosea.com,https://treebohotels.com/,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Empire Hotel,3.7,,438.0,,,,,,,,Mumbai,Maharashtra,307,,18.9614685,72.8176559,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-23863286,info@empirehot.com,https://www.empirehotel.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
The Leela,4.3,,364.0,,,,,,,,Mumbai,Maharashtra,,,19.1092433,72.8737582,"Free WiFi, Air Conditioning, 24/7 Front Desk, Spa, Pool, Gym, Restaurant, Room Service",Luxury,-294487,info@theleela.com,https://www.theleela.com,,,14.0,12.0,"Standard Room, Deluxe Room, Suite, Executive Room",OpenStreetMap,100.0
Kumkum,3.9,,247.0,,,,,,,,Mumbai,Maharashtra,,,18.9651501,72.8189355,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-718067,info@kumkum.com,https://www.kumkum.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Grand Residency Hotel,4.2,,446.0,,,,,,,,Mumbai,Maharashtra,,,19.0617235,72.8325298,"Free WiFi, Air Conditioning, 24/7 Front Desk, Spa, Pool, Gym, Restaurant, Room Service",Luxury,-924173,info@grandresi.com,https://www.grandresidency.com,,,14.0,12.0,"Standard Room, Deluxe Room, Suite, Executive Room",OpenStreetMap,100.0
JW Marriott Mumbai Sahar,3.6,,122.0,5.0,,,,,,,Mumbai,Maharashtra,"IA Project Road, Andheri",,19.1031373,72.8777603,Free WiFi,Budget,-539639,info@jwmarriot.com,https://www.jwmarriottmum.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Ramee Guestline Hotel,3.7,,491.0,,,,,,,,Mumbai,Maharashtra,Swami Gyan Jiwandas Marg,,19.0170997,72.8445771,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-292511,info@rameegues.com,https://www.rameeguestline.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
"Hindi, Gujarati, English",3.7,,62.0,,,,,,,,Mumbai,Maharashtra,"179, Dayaldas Road",,19.0957683,72.8519019,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,9.12E+11,book@hotelaircraft.in,http://www.hotelaircraft.in,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Nirvana Residences,3.4,,427.0,3.0,,,,,,,Mumbai,Maharashtra,"22, Niedersachsenring, Mumbai",,19.0782212,72.8300971,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-226485,info@nirvanare.com,https://www.nirvanaresiden.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Garden Hotel,4.1,,406.0,,,,,,,,Mumbai,Maharashtra,,,18.9190174,72.8307412,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-728119,info@gardenhot.com,https://www.gardenhotel.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Chateau Windsor,3.8,,260.0,,,,,,,,Mumbai,Maharashtra,,,18.933694,72.8251723,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-507335,info@chateauwi.com,https://www.chateauwindsor.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hotel Shiva Heritage हॉटेल शिवा हेरीटेज,4.0,,169.0,,,,,,,,Mumbai,Maharashtra,,,19.1445169,73.0488962,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-969309,info@hotelshiv.com,https://www.hotelshivaher.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Kempinski Leela,4.7,,379.0,,,,,,,,Mumbai,Maharashtra,,,19.109103,72.8741445,"Free WiFi, Air Conditioning, 24/7 Front Desk, Spa, Pool, Gym, Restaurant, Room Service",Luxury,-368204,info@kempinski.com,https://www.kempinskileela.com,,,14.0,12.0,"Standard Room, Deluxe Room, Suite, Executive Room",OpenStreetMap,100.0
Lalit Mumbai,3.9,,450.0,,,,,,,,Mumbai,Maharashtra,,,19.1054069,72.8757789,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-805561,info@lalitmumb.com,https://www.lalitmumbai.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Jalvihar Guest House,3.3,,403.0,,,,,,,,Mumbai,Maharashtra,,,19.1292503,72.9141205,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-739081,info@jalviharg.com,https://www.jalviharguest.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hotel Alpha International,3.5,,473.0,,,,,,,,Mumbai,Maharashtra,,,19.0899612,72.838579,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-440771,info@hotelalph.com,https://www.hotelalphaint.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hotel Blue Pearl Residency,3.4,,91.0,,,,,,,,Mumbai,Maharashtra,,,19.0962586,72.8947104,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-792585,info@hotelblue.com,https://www.hotelbluepear.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Aristo Hospitality Apartment Santacruz,3.3,,487.0,,,,,,,,Mumbai,Maharashtra,"1201, Rukmini Smruti, Mumbai",,19.0818622,72.8440285,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-897119,info@aristohos.com,https://www.aristohospital.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Red House Hostel,3.5,,464.0,,,,,,,,Mumbai,Maharashtra,,,19.1256443,72.9194954,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-573286,info@redhouse.com,https://www.redhousehoste.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Rodas - An Ecotel Hotel,3.5,,285.0,3.0,,,,,,,Mumbai,Maharashtra,,,19.1185925,72.9116829,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,022 6693 6969,info@rodasan.com,https://www.fernhotels.com/rodas-an-ecotel-hotel-mumbai#,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hotel Linkway,3.2,,387.0,,,,,,,,Mumbai,Maharashtra,"519, Vithalbhai Patel Road, Bandra, Mumbai",,19.0650925,72.834958,Free WiFi,Budget,-797131,info@hotellink.com,https://hotellinkway.com/,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Abode Bombay,3.6,,198.0,,,,,,,,Mumbai,Maharashtra,Mahakavi Bhushan Road (Lansdowne Road),,18.9237234,72.8326873,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-673385,info@abodebomb.com,https://abodeboutiquehotels.com/,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hotel Sunny,3.5,,450.0,,,,,,,,Mumbai,Maharashtra,"Shop No, 43, Shell Colony Rd, Shramjivi Nagar, Sai Baba Nagar, Chembur, Mumbai",,19.0639301,72.8961413,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,9.12E+11,info@hotelsunn.com,https://www.hotelsunny.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Elphinstone Hotel,4.2,,156.0,,,,,,,,Mumbai,Maharashtra,,,18.948511,72.840617,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-229306,info@elphinston.com,https://www.elphinstonehot.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Park Inn,3.8,,424.0,,,,,,,,Mumbai,Maharashtra,,,19.0555671,72.8243892,Free WiFi,Budget,-618981,parkinn@gmail.com,https://www.parkinn.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hotel Astro,3.8,,202.0,,,,,,,,Mumbai,Maharashtra,,,19.140773,72.8201608,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-671001,info@hotelastr.com,https://www.hotelastro.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hotel Yashodha Residency,3.5,,296.0,,,,,,,,Mumbai,Maharashtra,,,19.1412475,72.819798,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-664710,info@hotelyash.com,https://www.hotelyashodha.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
De Classico Hotel,3.8,,207.0,,,,,,,,Mumbai,Maharashtra,,,19.1410159,72.819989,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-501315,info@declassic.com,https://www.declassicohot.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Deluxe Comfort,3.4,,68.0,,,,,,,,Mumbai,Maharashtra,,,19.1373163,72.8231538,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-393125,info@deluxecom.com,https://www.deluxecomfort.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Rigga Inn,4.0,,281.0,,,,,,,,Mumbai,Maharashtra,,,19.1369647,72.823227,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-203780,info@riggainn.com,https://www.riggainn.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hotel Signature Inn,3.3,,288.0,,,,,,,,Mumbai,Maharashtra,,,19.1373666,72.8231089,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-716552,info@hotelsign.com,https://www.hotelsignature.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Art Hotel,3.5,,39.0,,,,,,,,Mumbai,Maharashtra,,,19.1370297,72.8231836,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-489665,info@arthotel.com,https://www.arthotel.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Central Government Touring Officers Guest House,3.6,,238.0,,,,,,,,Mumbai,Maharashtra,,,19.0289955,72.8633023,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-1000099,info@centralgo.com,https://www.centralgovernm.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Landmark Residency,3.7,,187.0,,,,,,,,Mumbai,Maharashtra,"Landmark Residency Adarsh Road Liberty Garden Road Opp. S.N.D.T College, Malad West, Mumbai 400064 India",,19.1910591,72.841774,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-560553,info@landmarkr.com,https://www.tripadvisor.in/Hotel_Review-g304554-d6033440-Reviews-Landmark_Residency-Mumbai_Maharashtra.html,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Blue Bells Residency-Mumbai Airport,4.2,,305.0,,,,,,,,Mumbai,Maharashtra,"B-403,suba zircon apartments, near suba international hotel,sahar road chakala andheri east., Mumbai",,19.1052359,72.8613339,"Free WiFi, Air Conditioning",Budget,8779477720 / 9920261461,info.bluebellsresidency@gmail.com,https://www.bluebellsresi.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hotel Sunshine Lodging,3.9,,305.0,,,,,,,,Mumbai,Maharashtra,,,19.1261081,72.8933908,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-967406,info@hotelsuns.com,https://www.hotelsunshine.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Al Fatah,3.7,,79.0,,,,,,,,Mumbai,Maharashtra,,,18.9506798,72.8347614,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-897257,info@alfatah.com,https://www.alfatah.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hotel Indigo,3.2,,30.0,,,,,,,,Mumbai,Maharashtra,,,19.1073069,72.8595802,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-945084,info@hotelindi.com,https://www.hotelindigo.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Sheetal Grill,4.0,,268.0,,,,,,,,Mumbai,Maharashtra,,,19.2067361,72.9774396,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-412912,info@sheetalgr.com,https://www.sheetalgrill.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hotel Regal International,3.7,,122.0,,,,,,,,Mumbai,Maharashtra,,,19.1012257,72.884606,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-330020,info@hotelrega.com,https://www.hotelregalint.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hotel Dwarka,4.0,,29.0,,,,,,,,Mumbai,Maharashtra,,,19.0849255,72.8872426,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-671774,info@hoteldwar.com,https://www.hoteldwarka.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Mirages,3.3,,365.0,,,,,,,,Mumbai,Maharashtra,,,19.1089323,72.876786,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-667454,info@mirages.com,https://www.mirages.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hotel home town,3.3,,55.0,,,,,,,,Mumbai,Maharashtra,,,19.0523856,72.8666168,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-535520,info@hotelhome.com,https://www.hotelhometown.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Amigo Hotel,4.0,,237.0,,,,,,,,Mumbai,Maharashtra,,,19.0247267,72.8355588,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-171197,info@amigohote.com,https://www.amigohotel.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hotel Heraa,3.9,,212.0,,,,,,,,Mumbai,Maharashtra,,,18.9392416,72.8383645,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-155809,info@hotelhera.com,https://www.hotelheraa.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Alfa Executive,4.2,,236.0,,,,,,,,Mumbai,Maharashtra,Vp Road,,19.1189559,72.8416903,"Free WiFi, Air Conditioning, 24/7 Front Desk, Business Center, Meeting Rooms, Gym",Business,-9321445497,info@alfaexecu.com,https://hotelalfaexecutive.com/,,,14.0,12.0,"Standard Room, Deluxe Room, Suite, Executive Room",OpenStreetMap,100.0
Hotel Shivraj Dhaba Karad Belapur,3.4,,376.0,,,,,,,,Mumbai,Maharashtra,,,19.012537,73.0369668,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-287198,info@hotelshiv.com,https://www.hotelshivrajd.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hotel Make My Day,3.9,,81.0,,,,,,,,Mumbai,Maharashtra,,,19.0097914,73.0327089,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-235677,info@hotelmake.com,https://www.hotelmakemyd.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hotel Grande 51,4.6,,390.0,,,,,,,,Mumbai,Maharashtra,,,19.0092197,73.0327818,"Free WiFi, Air Conditioning, 24/7 Front Desk, Spa, Pool, Gym, Restaurant, Room Service",Luxury,-489274,info@hotelgran.com,https://www.hotelgrande51.com,,,14.0,12.0,"Standard Room, Deluxe Room, Suite, Executive Room",OpenStreetMap,100.0
Sapphire Boutique Hotel,3.3,,60.0,,,,,,,,Mumbai,Maharashtra,,,19.0100185,73.0329949,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-973235,info@sapphireb.com,https://www.sapphireboutiq.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
K Star Hotel,3.9,,339.0,,,,,,,,Mumbai,Maharashtra,,,19.0154642,73.0406707,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-227393,info@kstarhot.com,https://www.kstarhotel.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
