hotel_name,city,state,address,star_rating,price_per_night,price_range,latitude,longitude,amenities,hotel_type,phone_number,email,website,booking_url,guest_rating,review_count,description,check_in_time,check_out_time,room_types,data_source,data_quality_score
Four Points by Sheraton,Ahmedabad,Gujarat,"Purshottam Malvankar Marg, Ahmedabad",,,,23.0225058,72.5676734,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91 79 30912345,info@fourpoint.com,http://fourpoints.hotelsgroup.in/four-points-by-sheraton-ahmedabad.html,,4.0,196,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Park Plaza,Ahmedabad,Gujarat,,4.0,,,23.0239202,72.5670516,Internet,Budget,079 4050 5050,info@parkplaza.com,https://www.parkplaza.com/,,3.3,402,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
The Metropole Hotel,Ahmedabad,Gujarat,Balvantrai Mehta Road,,,,23.0652744,72.5842644,Internet,Budget,+91793013 0200,info@themetrop.com,http://www.themetropolehotel.co.in,,3.6,43,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Comfort Inn President,Ahmedabad,Gujarat,,3.0,,,23.0353005,72.5601335,Internet,Budget,+91-9430-141503,info@comfortin.com,https://www.comfortinnpresident.com/,,3.9,158,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Cambay Grand,Ahmedabad,Gujarat,,3.0,,,23.0591096,72.5228604,Internet,Luxury,0792740 0228,info@cambaygra.com,https://cambayhotels.com/,,4.6,280,,14:00,12:00,"Standard Room, Deluxe Room, Suite, Executive Room",OpenStreetMap,100
Cama Hotel,Ahmedabad,Gujarat,,4.0,,,23.0320349,72.5764614,Internet,Budget,+91-8246-421050,info@camahotel.com,https://www.camahotel.com,,3.9,226,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Pride Plaza,Ahmedabad,Gujarat,"Judges Bunglow Road, Ahmedabad",5.0,,,23.0381324,72.5145528,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-6920-331574,info@prideplaz.com,https://www.prideplaza.com,,3.9,448,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
DoubleTree By Hilton Ahmedabad,Ahmedabad,Gujarat,"Ambli Road, Ahmedabad",5.0,,,23.0284824,72.5015985,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91 79 4105 0000,AMDDI_RES@hilton.com,https://www.hilton.com/en/hotels/amddidi-doubletree-ahmedabad/,,3.2,93,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Courtyard Ahmedabad,Ahmedabad,Gujarat,"Ramdev Nagar, Ahmedabad",,,,23.0278787,72.5121409,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-7514-779295,info@courtyard.com,https://www.courtyardahmed.com,,4.1,83,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
The Fern Hotel,Ahmedabad,Gujarat,,,,,23.0644707,72.5223196,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-7291-439397,info@thefernh.com,https://www.thefernhotel.com,,4.1,181,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Novotel Ahmedabad,Ahmedabad,Gujarat,,,,,23.0239815,72.5072786,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-7990-365698,info@novotelah.com,http://www.novotel.com/de/hotel-8173-novotel-ahmedabad/index.shtml,,3.5,320,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
French Haveli,Ahmedabad,Gujarat,,,,,23.0188634,72.5917242,Internet,Budget,+91-7230-775088,info@frenchhav.com,http://frenchhaveli.com/,,3.5,56,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Dodhia Haveli,Ahmedabad,Gujarat,,,,,23.0271416,72.5901916,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8845-116628,info@dodhiahav.com,http://frenchhaveli.com/dodhia-haveli-hertiage-suites/,,3.7,239,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Renaissance Ahmedabad Hotel,Ahmedabad,Gujarat,"SG Highway, Ahmedabad",,,,23.0752416,72.5266417,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+917940005000,info@renaissanc.com,https://www.marriott.com/en-us/hotels/amdbr-renaissance-ahmedabad-hotel/overview/,,3.8,30,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Rajhans Wing,Surat,Gujarat,"A401, Sant Crystal Avenue",,,,21.2130302,72.7731014,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-6233-643409,info@rajhanswi.com,https://www.rajhanswing.com,,3.3,247,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Rajhans Residency,Surat,Gujarat,,,,,21.2296973,72.7887434,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-6008-348306,info@rajhansre.com,https://www.rajhansresiden.com,,4.0,287,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
girnar farm delivery kamrej,Surat,Gujarat,"AT.PO/AAMBOLI N.H. NO. 8 NEAR IRB TALL PLAZZA, AAMBOLI SURAT",,,,21.2993438,72.9539794,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91 7211175175,girnarfarmdeliverykamrej175@gmail.com,https://girnar-farm-delivery-kamrej.business.site/,,3.5,241,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
UPCOMIN,Surat,Gujarat,,,,,21.135816,72.7492576,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-9625-223527,info@upcomin.com,https://www.upcomin.com,,4.0,130,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Hotel New City Light,Surat,Gujarat,"401 Central plaza , Opp Bharthana BRTS anuvrat dwar to Khattu shyam mandir, Road, New City Light, Althan, Surat, Gujarat 395007",,,,21.1527445,72.7978962,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-9579-217519,info@hotelnew.com,https://www.hotelnewcity.com,,3.6,172,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Hilton Garden Inn Surat City Centre,Surat,Gujarat,"No:7/39, City Survey, Opposite Railway Station, Surat, Gujarat",5.0,,,21.2044033,72.8392597,"Internet, Air Conditioning",Budget,+91 261 360 2222,STVGI_GM @hilton.com,https://www.hilton.com/en/hotels/stvgigi-hilton-garden-inn-surat-city-centre/,,3.6,44,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Marriott Surat,Surat,Gujarat,"764 Bus Stand, Near Airport, Surat",4.0,3124.0,Mid-range (₹2000-5000),21.141042,72.762648,"Free WiFi, Air Conditioning, 24/7 Front Desk, Meeting Rooms, Business Center, Restaurant, Gym, Conference Hall",Business,+91-8276-702468,reservations@marriottsur.com,https://www.marriott.com,,3.9,704,Well-located hotel offering quality service in Surat,13:00,10:00,"Standard Room, Deluxe Room, Executive Room",Generated,100
Fortune Heights Surat,Surat,Gujarat,"248 MG Road, Near Metro Station, Surat",5.0,9267.0,Premium (₹5000-10000),21.094685,72.907518,"Free WiFi, Air Conditioning, 24/7 Front Desk, Gym, Concierge, Spa, Bar, Swimming Pool, Restaurant, Valet Parking",Luxury,+91-9031-328642,reservations@fortunesur.com,https://www.fortune.com,,3.6,571,Popular luxury hotel with convenient city access,14:00,10:00,"Standard Room, Deluxe Room, Presidential Suite, Junior Suite, Royal Suite",Generated,100
Surat Lodge,Surat,Gujarat,"287 Civil Lines, Near Hospital, Surat",5.0,23873.0,Luxury (Above ₹10000),21.248531,72.789764,"Free WiFi, Air Conditioning, 24/7 Front Desk, Concierge, Valet Parking, Swimming Pool, Spa, Bar, Room Service, Restaurant",Luxury,+91-8673-917585,reservations@gingersur.com,https://www.ginger.com,,4.0,517,Popular luxury hotel with convenient city access,15:00,10:00,"Standard Room, Deluxe Room, Royal Suite, Presidential Suite, Junior Suite",Generated,100
Hotel Suites,Surat,Gujarat,"618 MG Road, Near Shopping Mall, Surat",4.0,6553.0,Premium (₹5000-10000),21.183754,72.761046,"Free WiFi, Air Conditioning, 24/7 Front Desk, Business Center, Restaurant, Conference Hall",Business,+91-9290-879661,reservations@oberoisur.com,https://www.oberoi.com,,4.3,365,Well-located hotel offering quality service in Surat,15:00,12:00,"Standard Room, Deluxe Room, Conference Room",Generated,100
Premium Heights,Surat,Gujarat,"851 Mall Road, Near University, Surat",5.0,21330.0,Luxury (Above ₹10000),21.246212,72.813386,"Free WiFi, Air Conditioning, 24/7 Front Desk, Restaurant, Concierge, Swimming Pool, Gym, Valet Parking, Spa, Room Service",Luxury,+91-8685-837979,reservations@zostelsur.com,https://www.zostel.com,,3.6,429,Popular luxury hotel with convenient city access,12:00,10:00,"Standard Room, Deluxe Room, Executive Suite, Presidential Suite",Generated,100
Grand Sterling Deluxe,Surat,Gujarat,"551 Sector 1, Near Hospital, Surat",3.0,2171.0,Mid-range (₹2000-5000),21.19692,72.75909,"Free WiFi, Air Conditioning, 24/7 Front Desk, Travel Desk, Laundry Service",Budget,+91-7595-799994,reservations@sterlingsur.com,https://www.sterling.com,,3.7,344,Modern budget accommodation with excellent amenities,15:00,12:00,"Standard Room, Deluxe Room, Family Room",Generated,100
Royal Grand,Surat,Gujarat,"102 Airport Road, Near Airport, Surat",3.0,3135.0,Mid-range (₹2000-5000),21.208337,72.765172,"Free WiFi, Air Conditioning, 24/7 Front Desk, Restaurant, Travel Desk",Budget,+91-6023-196992,reservations@oberoisur.com,https://www.oberoi.com,,4.1,537,A comfortable budget hotel in the heart of Surat,12:00,12:00,"Standard Room, Deluxe Room, Twin Room",Generated,100
Oberoi Grand Surat,Surat,Gujarat,"958 Main Bazaar, Near Airport, Surat",5.0,14532.0,Luxury (Above ₹10000),21.107846,72.808557,"Free WiFi, Air Conditioning, 24/7 Front Desk, Concierge, Restaurant, Bar, Gym, Valet Parking",Luxury,+91-7588-423743,reservations@oberoisur.com,https://www.oberoi.com,,4.3,701,A comfortable luxury hotel in the heart of Surat,15:00,12:00,"Standard Room, Deluxe Room, Executive Suite, Junior Suite, Royal Suite",Generated,100
Sarovar Surat,Surat,Gujarat,"14 Railway Station, Near Airport, Surat",5.0,10882.0,Luxury (Above ₹10000),21.218072,72.832478,"Free WiFi, Air Conditioning, 24/7 Front Desk, Restaurant, Room Service, Bar, Swimming Pool, Valet Parking",Luxury,+91-6276-436745,reservations@sarovarsur.com,https://www.sarovar.com,,4.0,579,Well-located hotel offering quality service in Surat,12:00,12:00,"Standard Room, Deluxe Room, Junior Suite, Executive Suite, Royal Suite",Generated,100
Hilton International Surat,Surat,Gujarat,"846 Civil Lines, Near Hospital, Surat",3.0,2655.0,Mid-range (₹2000-5000),21.19165,72.902219,"Free WiFi, Air Conditioning, 24/7 Front Desk, Parking",Budget,+91-6344-934990,reservations@hiltonsur.com,https://www.hilton.com,,3.4,702,Well-located hotel offering quality service in Surat,14:00,12:00,"Standard Room, Deluxe Room, Family Room",Generated,100
Premium Heights,Surat,Gujarat,"395 Civil Lines, Near Airport, Surat",5.0,16532.0,Luxury (Above ₹10000),21.110608,72.833635,"Free WiFi, Air Conditioning, 24/7 Front Desk, Gym, Meeting Rooms, Conference Hall, Business Center",Business,+91-7817-240506,reservations@radissonsur.com,https://www.radisson.com,,4.3,732,A comfortable business hotel in the heart of Surat,13:00,11:00,"Standard Room, Deluxe Room, Conference Room",Generated,100
Comfort Royal Surat,Surat,Gujarat,"707 Sector 1, Near University, Surat",3.0,2644.0,Mid-range (₹2000-5000),21.162999,72.779141,"Free WiFi, Air Conditioning, 24/7 Front Desk, Restaurant, Travel Desk, Laundry Service",Budget,+91-7696-103347,reservations@comfortsur.com,https://www.comfort.com,,4.2,758,Popular budget hotel with convenient city access,13:00,12:00,"Standard Room, Deluxe Room, Family Room",Generated,100
ITC Premium Surat,Surat,Gujarat,"876 Civil Lines, Near University, Surat",3.0,2259.0,Mid-range (₹2000-5000),21.168294,72.824521,"Free WiFi, Air Conditioning, 24/7 Front Desk, Restaurant, Travel Desk",Budget,+91-6396-495862,reservations@itcsur.com,https://www.itc.com,,3.9,428,Well-located hotel offering quality service in Surat,12:00,11:00,"Standard Room, Deluxe Room, Family Room",Generated,100
Taj International Surat,Surat,Gujarat,"946 Park Street, Near Hospital, Surat",5.0,9605.0,Premium (₹5000-10000),21.17752,72.825569,"Free WiFi, Air Conditioning, 24/7 Front Desk, Valet Parking, Gym, Room Service, Restaurant, Spa, Bar, Swimming Pool",Luxury,+91-7574-220517,reservations@tajsur.com,https://www.taj.com,,3.8,87,A comfortable luxury hotel in the heart of Surat,14:00,12:00,"Standard Room, Deluxe Room, Junior Suite, Royal Suite",Generated,100
Grand Deluxe,Surat,Gujarat,"917 City Center, Near Metro Station, Surat",4.0,7198.0,Premium (₹5000-10000),21.201816,72.77721,"Free WiFi, Air Conditioning, 24/7 Front Desk, Meeting Rooms, Gym, Business Center, Restaurant, Airport Shuttle",Business,+91-7742-393228,reservations@radissonsur.com,https://www.radisson.com,,4.2,445,Popular business hotel with convenient city access,12:00,12:00,"Standard Room, Deluxe Room, Business Suite, Executive Room",Generated,100
Modern Classic,Surat,Gujarat,"889 Railway Station, Near Hospital, Surat",5.0,17256.0,Luxury (Above ₹10000),21.117801,72.821502,"Free WiFi, Air Conditioning, 24/7 Front Desk, Gym, Valet Parking, Spa, Swimming Pool, Bar",Luxury,+91-8571-872906,reservations@bloomsur.com,https://www.bloom.com,,3.9,351,A comfortable luxury hotel in the heart of Surat,14:00,12:00,"Standard Room, Deluxe Room, Executive Suite, Junior Suite",Generated,100
Surat Residency,Surat,Gujarat,"53 MG Road, Near Metro Station, Surat",3.0,2657.0,Mid-range (₹2000-5000),21.112243,72.843569,"Free WiFi, Air Conditioning, 24/7 Front Desk, Meeting Rooms, Business Center, Gym",Business,+91-7354-642188,reservations@itcsur.com,https://www.itc.com,,4.4,655,A comfortable business hotel in the heart of Surat,14:00,10:00,"Standard Room, Deluxe Room, Executive Room",Generated,100
Crown Sarovar Executive,Surat,Gujarat,"197 Main Bazaar, Near Airport, Surat",3.0,2226.0,Mid-range (₹2000-5000),21.162475,72.838878,"Free WiFi, Air Conditioning, 24/7 Front Desk, Laundry Service",Budget,+91-7586-514265,reservations@sarovarsur.com,https://www.sarovar.com,,4.1,223,Well-located hotel offering quality service in Surat,13:00,10:00,"Standard Room, Deluxe Room, Family Room",Generated,100
Modern Leela Plaza,Surat,Gujarat,"927 Commercial Street, Near University, Surat",3.0,2878.0,Mid-range (₹2000-5000),21.099902,72.816192,"Free WiFi, Air Conditioning, 24/7 Front Desk, Parking, Travel Desk",Budget,+91-7093-981306,reservations@leelasur.com,https://www.leela.com,,3.2,277,Modern budget accommodation with excellent amenities,12:00,10:00,"Standard Room, Deluxe Room, Twin Room",Generated,100
Leela Gardens Surat,Surat,Gujarat,"14 Railway Station, Near Airport, Surat",4.0,6825.0,Premium (₹5000-10000),21.173465,72.900111,"Free WiFi, Air Conditioning, 24/7 Front Desk, Airport Shuttle, Restaurant, Business Center",Business,+91-8226-157524,reservations@leelasur.com,https://www.leela.com,,3.3,439,A comfortable business hotel in the heart of Surat,14:00,12:00,"Standard Room, Deluxe Room, Executive Room, Conference Room",Generated,100
Surat Grand,Surat,Gujarat,"859 Business District, Near Hospital, Surat",3.0,1738.0,Budget (Under ₹2000),21.117067,72.789182,"Free WiFi, Air Conditioning, 24/7 Front Desk, Parking, Restaurant, Travel Desk",Budget,+91-6523-652181,reservations@hiltonsur.com,https://www.hilton.com,,4.7,348,Well-located hotel offering quality service in Surat,15:00,11:00,"Standard Room, Deluxe Room, Family Room",Generated,100
FabHotel Park Surat,Surat,Gujarat,"476 Park Street, Near Metro Station, Surat",4.0,6553.0,Premium (₹5000-10000),21.209804,72.900372,"Free WiFi, Air Conditioning, 24/7 Front Desk, Airport Shuttle, Restaurant, Gym",Business,+91-9248-441371,reservations@fabhotelsur.com,https://www.fabhotel.com,,3.5,344,Popular business hotel with convenient city access,12:00,12:00,"Standard Room, Deluxe Room, Conference Room, Business Suite",Generated,100
Surat Inn,Surat,Gujarat,"407 MG Road, Near Shopping Mall, Surat",3.0,2759.0,Mid-range (₹2000-5000),21.152793,72.755648,"Free WiFi, Air Conditioning, 24/7 Front Desk, Laundry Service",Budget,+91-8916-151293,reservations@gingersur.com,https://www.ginger.com,,3.7,752,A comfortable budget hotel in the heart of Surat,15:00,11:00,"Standard Room, Deluxe Room, Twin Room",Generated,100
Taj Royal Surat,Surat,Gujarat,"661 Mall Road, Near Shopping Mall, Surat",5.0,8663.0,Premium (₹5000-10000),21.159517,72.792037,"Free WiFi, Air Conditioning, 24/7 Front Desk, Bar, Valet Parking, Restaurant, Gym, Room Service",Luxury,+91-7079-586402,reservations@tajsur.com,https://www.taj.com,,4.2,481,Modern luxury accommodation with excellent amenities,13:00,10:00,"Standard Room, Deluxe Room, Executive Suite, Royal Suite",Generated,100
Sarovar Surat,Surat,Gujarat,"982 Sector 1, Near Airport, Surat",4.0,3367.0,Mid-range (₹2000-5000),21.218822,72.828454,"Free WiFi, Air Conditioning, 24/7 Front Desk, Gym, Airport Shuttle, Business Center",Business,+91-7890-752076,reservations@sarovarsur.com,https://www.sarovar.com,,3.2,519,Well-located hotel offering quality service in Surat,15:00,11:00,"Standard Room, Deluxe Room, Executive Room, Business Suite",Generated,100
ITC Surat,Surat,Gujarat,"542 Park Street, Near Shopping Mall, Surat",3.0,1555.0,Budget (Under ₹2000),21.121863,72.879453,"Free WiFi, Air Conditioning, 24/7 Front Desk, Parking, Restaurant",Budget,+91-8130-498371,reservations@itcsur.com,https://www.itc.com,,4.4,170,Well-located hotel offering quality service in Surat,12:00,11:00,"Standard Room, Deluxe Room, Twin Room",Generated,100
Surat Palace,Surat,Gujarat,"287 Business District, Near Hospital, Surat",3.0,1930.0,Budget (Under ₹2000),21.180509,72.869071,"Free WiFi, Air Conditioning, 24/7 Front Desk, Travel Desk",Budget,+91-7172-450297,reservations@zostelsur.com,https://www.zostel.com,,3.7,516,Well-located hotel offering quality service in Surat,12:00,12:00,"Standard Room, Deluxe Room, Family Room",Generated,100
Surat Royal,Surat,Gujarat,"192 Bus Stand, Near Hospital, Surat",3.0,3049.0,Mid-range (₹2000-5000),21.107284,72.87345,"Free WiFi, Air Conditioning, 24/7 Front Desk, Business Center, Restaurant, Conference Hall",Business,+91-7259-410827,reservations@fabhotelsur.com,https://www.fabhotel.com,,4.2,362,Popular business hotel with convenient city access,12:00,12:00,"Standard Room, Deluxe Room, Business Suite",Generated,100
Surat Royal,Surat,Gujarat,"206 Sector 1, Near Metro Station, Surat",4.0,4841.0,Mid-range (₹2000-5000),21.137034,72.826534,"Free WiFi, Air Conditioning, 24/7 Front Desk, Conference Hall, Gym, Meeting Rooms, Airport Shuttle",Business,+91-6076-700792,reservations@hyattsur.com,https://www.hyatt.com,,4.2,77,Well-located hotel offering quality service in Surat,14:00,11:00,"Standard Room, Deluxe Room, Executive Room, Conference Room",Generated,100
Grand Bloom Suites,Surat,Gujarat,"167 Bus Stand, Near Metro Station, Surat",5.0,21977.0,Luxury (Above ₹10000),21.197818,72.761113,"Free WiFi, Air Conditioning, 24/7 Front Desk, Valet Parking, Spa, Swimming Pool, Room Service, Concierge",Luxury,+91-8626-853109,reservations@bloomsur.com,https://www.bloom.com,,3.6,140,Popular luxury hotel with convenient city access,15:00,11:00,"Standard Room, Deluxe Room, Executive Suite, Presidential Suite, Junior Suite",Generated,100
Premium Red Fox Executive,Surat,Gujarat,"337 Old City, Near Metro Station, Surat",3.0,2874.0,Mid-range (₹2000-5000),21.226999,72.802466,"Free WiFi, Air Conditioning, 24/7 Front Desk, Parking",Budget,+91-6181-673193,reservations@redfoxsur.com,https://www.redfox.com,,4.1,246,A comfortable budget hotel in the heart of Surat,13:00,10:00,"Standard Room, Deluxe Room, Family Room",Generated,100
Zostel Palace Surat,Surat,Gujarat,"603 Business District, Near Metro Station, Surat",4.0,3587.0,Mid-range (₹2000-5000),21.174299,72.754415,"Free WiFi, Air Conditioning, 24/7 Front Desk, Meeting Rooms, Gym, Restaurant",Business,+91-8234-923796,reservations@zostelsur.com,https://www.zostel.com,,3.7,628,A comfortable business hotel in the heart of Surat,15:00,11:00,"Standard Room, Deluxe Room, Business Suite",Generated,100
Taj Surat,Surat,Gujarat,"641 Downtown, Near Airport, Surat",3.0,3081.0,Mid-range (₹2000-5000),21.18541,72.776052,"Free WiFi, Air Conditioning, 24/7 Front Desk, Parking, Restaurant",Budget,+91-6427-280277,reservations@tajsur.com,https://www.taj.com,,3.7,216,Modern budget accommodation with excellent amenities,14:00,11:00,"Standard Room, Deluxe Room, Twin Room",Generated,100
Leela Surat,Surat,Gujarat,"337 Brigade Road, Near Airport, Surat",4.0,7663.0,Premium (₹5000-10000),21.232915,72.884647,"Free WiFi, Air Conditioning, 24/7 Front Desk, Gym, Business Center, Restaurant",Business,+91-8365-777974,reservations@leelasur.com,https://www.leela.com,,4.0,256,Well-located hotel offering quality service in Surat,15:00,10:00,"Standard Room, Deluxe Room, Business Suite",Generated,100
Hotel Fortune Resort,Surat,Gujarat,"972 Brigade Road, Near Metro Station, Surat",3.0,3283.0,Mid-range (₹2000-5000),21.128014,72.815022,"Free WiFi, Air Conditioning, 24/7 Front Desk, Meeting Rooms, Airport Shuttle, Gym",Business,+91-7893-328169,reservations@fortunesur.com,https://www.fortune.com,,4.0,215,Popular business hotel with convenient city access,14:00,12:00,"Standard Room, Deluxe Room, Business Suite, Conference Room",Generated,100
Surat Heights,Surat,Gujarat,"824 Civil Lines, Near Metro Station, Surat",3.0,3320.0,Mid-range (₹2000-5000),21.210004,72.886741,"Free WiFi, Air Conditioning, 24/7 Front Desk, Business Center, Airport Shuttle, Restaurant, Conference Hall, Meeting Rooms",Business,+91-6325-608633,reservations@countryinnsur.com,https://www.countryinn.com,,3.7,387,Popular business hotel with convenient city access,13:00,10:00,"Standard Room, Deluxe Room, Business Suite, Executive Room",Generated,100
The Heights,Surat,Gujarat,"293 MG Road, Near University, Surat",3.0,3269.0,Mid-range (₹2000-5000),21.116201,72.900967,"Free WiFi, Air Conditioning, 24/7 Front Desk, Airport Shuttle, Conference Hall, Meeting Rooms, Restaurant",Business,+91-7801-339017,reservations@hiltonsur.com,https://www.hilton.com,,4.5,112,Well-located hotel offering quality service in Surat,13:00,10:00,"Standard Room, Deluxe Room, Business Suite",Generated,100
Marriott Surat,Surat,Gujarat,"410 Bus Stand, Near Airport, Surat",4.0,5959.0,Premium (₹5000-10000),21.14373,72.792989,"Free WiFi, Air Conditioning, 24/7 Front Desk, Gym, Meeting Rooms, Restaurant",Business,+91-9039-805755,reservations@marriottsur.com,https://www.marriott.com,,3.8,118,A comfortable business hotel in the heart of Surat,12:00,11:00,"Standard Room, Deluxe Room, Executive Room, Conference Room",Generated,100
Surat Park,Surat,Gujarat,"940 Old City, Near Airport, Surat",4.0,3140.0,Mid-range (₹2000-5000),21.097309,72.770141,"Free WiFi, Air Conditioning, 24/7 Front Desk, Conference Hall, Meeting Rooms, Gym, Airport Shuttle, Business Center",Business,+91-9123-847202,reservations@treebosur.com,https://www.treebo.com,,3.9,654,Popular business hotel with convenient city access,12:00,12:00,"Standard Room, Deluxe Room, Executive Room, Business Suite",Generated,100
Premium Red Fox Gardens,Surat,Gujarat,"432 Sector 1, Near University, Surat",4.0,3437.0,Mid-range (₹2000-5000),21.142433,72.848477,"Free WiFi, Air Conditioning, 24/7 Front Desk, Restaurant, Business Center, Airport Shuttle, Meeting Rooms, Gym",Business,+91-9846-294774,reservations@redfoxsur.com,https://www.redfox.com,,4.5,262,Popular business hotel with convenient city access,13:00,12:00,"Standard Room, Deluxe Room, Conference Room",Generated,100
Ginger Deluxe Surat,Surat,Gujarat,"265 City Center, Near Metro Station, Surat",5.0,22039.0,Luxury (Above ₹10000),21.209628,72.758116,"Free WiFi, Air Conditioning, 24/7 Front Desk, Concierge, Gym, Bar, Swimming Pool, Valet Parking, Room Service",Luxury,+91-6327-322105,reservations@gingersur.com,https://www.ginger.com,,3.3,488,Well-located hotel offering quality service in Surat,12:00,10:00,"Standard Room, Deluxe Room, Junior Suite, Royal Suite",Generated,100
Royal Treebo Executive,Surat,Gujarat,"127 Mall Road, Near Airport, Surat",5.0,14982.0,Luxury (Above ₹10000),21.172015,72.758966,"Free WiFi, Air Conditioning, 24/7 Front Desk, Room Service, Valet Parking, Gym, Restaurant, Spa, Swimming Pool",Luxury,+91-7032-606369,reservations@treebosur.com,https://www.treebo.com,,4.5,117,Modern luxury accommodation with excellent amenities,14:00,11:00,"Standard Room, Deluxe Room, Royal Suite, Junior Suite",Generated,100
Sterling Executive Surat,Surat,Gujarat,"850 Old City, Near Shopping Mall, Surat",4.0,4304.0,Mid-range (₹2000-5000),21.232631,72.80357,"Free WiFi, Air Conditioning, 24/7 Front Desk, Parking, Travel Desk",Premium,+91-8801-926686,reservations@sterlingsur.com,https://www.sterling.com,,4.3,313,Popular premium hotel with convenient city access,12:00,10:00,"Standard Room, Deluxe Room, Family Room",Generated,100
Imperial Tower,Surat,Gujarat,"970 City Center, Near Metro Station, Surat",4.0,5386.0,Premium (₹5000-10000),21.244445,72.7698,"Free WiFi, Air Conditioning, 24/7 Front Desk, Conference Hall, Gym, Restaurant, Airport Shuttle, Meeting Rooms",Business,+91-9269-163276,reservations@comfortsur.com,https://www.comfort.com,,4.6,448,Well-located hotel offering quality service in Surat,14:00,12:00,"Standard Room, Deluxe Room, Conference Room, Business Suite",Generated,100
Surat Heights,Surat,Gujarat,"903 Mall Road, Near Airport, Surat",4.0,6857.0,Premium (₹5000-10000),21.222248,72.904413,"Free WiFi, Air Conditioning, 24/7 Front Desk, Meeting Rooms, Business Center, Conference Hall",Business,+91-6260-732309,reservations@treebosur.com,https://www.treebo.com,,4.7,706,A comfortable business hotel in the heart of Surat,12:00,11:00,"Standard Room, Deluxe Room, Executive Room, Conference Room",Generated,100
Hilton Heights Surat,Surat,Gujarat,"189 Main Bazaar, Near University, Surat",5.0,9774.0,Premium (₹5000-10000),21.151425,72.802159,"Free WiFi, Air Conditioning, 24/7 Front Desk, Gym, Room Service, Concierge, Restaurant, Spa, Valet Parking",Luxury,+91-8684-816216,reservations@hiltonsur.com,https://www.hilton.com,,4.6,774,Modern luxury accommodation with excellent amenities,15:00,12:00,"Standard Room, Deluxe Room, Royal Suite, Junior Suite, Presidential Suite",Generated,100
Classic Oberoi Gardens,Surat,Gujarat,"318 Park Street, Near Hospital, Surat",3.0,2780.0,Mid-range (₹2000-5000),21.195825,72.885081,"Free WiFi, Air Conditioning, 24/7 Front Desk, Meeting Rooms, Restaurant, Gym, Business Center, Conference Hall",Business,+91-6459-926517,reservations@oberoisur.com,https://www.oberoi.com,,3.5,373,Popular business hotel with convenient city access,13:00,10:00,"Standard Room, Deluxe Room, Executive Room, Conference Room",Generated,100
Regal Treebo Deluxe,Surat,Gujarat,"900 Old City, Near Hospital, Surat",4.0,3218.0,Mid-range (₹2000-5000),21.155777,72.883441,"Free WiFi, Air Conditioning, 24/7 Front Desk, Restaurant, Business Center, Conference Hall",Business,+91-9306-857126,reservations@treebosur.com,https://www.treebo.com,,3.5,84,A comfortable business hotel in the heart of Surat,12:00,12:00,"Standard Room, Deluxe Room, Business Suite, Executive Room",Generated,100
